nomeImg;modello usato;categoria;stato;bit accuracy;wm presence (logit c0)
fe0a0e92b569f9a8_crop3.png;pixelseal;img_dirette;Pulita;0.5195;0.0042
fe0a0e92b569f9a8_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.0298
fe0a0e92b569f9a8_crop3.png;pixelseal;img_dirette;Attaccata;0.7266;-0.0105
73be5f07407a7747_crop2.png;pixelseal;img_dirette;Pulita;0.4492;-0.0291
73be5f07407a7747_crop2.png;pixelseal;img_dirette;Watermarked;1.0;0.1638
73be5f07407a7747_crop2.png;pixelseal;img_dirette;Attaccata;0.5898;-0.0325
35c620f16a2cbfcc_crop3.png;pixelseal;img_dirette;Pulita;0.4805;0.0506
35c620f16a2cbfcc_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.0255
35c620f16a2cbfcc_crop3.png;pixelseal;img_dirette;Attaccata;0.6289;-0.0198
006afe56d09e8a25_crop2.png;pixelseal;img_dirette;Pulita;0.4883;-0.0293
006afe56d09e8a25_crop2.png;pixelseal;img_dirette;Watermarked;1.0;-0.0458
006afe56d09e8a25_crop2.png;pixelseal;img_dirette;Attaccata;0.8945;-0.0632
842e532cef5cdf56_crop2.png;pixelseal;img_dirette;Pulita;0.5117;-0.0231
842e532cef5cdf56_crop2.png;pixelseal;img_dirette;Watermarked;1.0;-0.2968
842e532cef5cdf56_crop2.png;pixelseal;img_dirette;Attaccata;0.4609;-0.026
420a3f66afb06765_crop3.png;pixelseal;img_dirette;Pulita;0.4453;-0.0155
420a3f66afb06765_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.4596
420a3f66afb06765_crop3.png;pixelseal;img_dirette;Attaccata;0.4297;-0.0385
35c620f16a2cbfcc_crop0.png;pixelseal;img_dirette;Pulita;0.5117;-0.0175
35c620f16a2cbfcc_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.0611
35c620f16a2cbfcc_crop0.png;pixelseal;img_dirette;Attaccata;0.668;-0.0275
