Epoca;Train_Total;Train_Img_L1;Train_Adv_L1;Val_Total;Val_Img_L1;Val_Adv_L1
20;0.1646654255249921;0.1646654255249921;1.039538397508509;0.15490125119686127;0.15490125119686127;1.1134569578700595
21;0.16549792359857;0.16549792359857;1.128975962891298;0.14829359783066642;0.14829359783066642;1.1625763707690768
22;0.1620646522325628;0.1620646522325628;1.0514674607445211;0.1465879993306266;0.1465879993306266;1.166958424780104
23;0.15879993841928594;0.15879993841928594;1.0886711934033562;0.14629893998305002;0.14629893998305002;1.1593883103794522
24;0.1567739072967978;0.1567739072967978;1.1152003162047441;0.14337994075483745;0.14337994075483745;1.131844891442193
25;0.1526517079156988;0.1526517079156988;1.1094633481081795;0.141367193725374;0.141367193725374;1.1087053285704718
26;0.15515907021129832;0.15515907021129832;1.080625807537752;0.1397336083981726;0.1397336083981726;1.138615243964725
27;0.1554948008235763;0.1554948008235763;1.0935317838893217;0.13626857101917267;0.13626857101917267;1.1711781091160245
28;0.1552035852390177;0.1552035852390177;1.0416934910942526;0.140892393887043;0.140892393887043;1.0080375737614102
29;0.15257227815249386;0.15257227815249386;1.153722899801591;0.134847405884001;0.134847405884001;1.1486959920989142
30;0.15127248842926586;0.15127248842926586;1.1469325318055994;0.13512182649638918;0.13512182649638918;1.1715948383013408
31;0.1526241149095928;0.1526241149095928;1.0875243509516996;0.13120324909687042;0.13120324909687042;1.2040516005622015
32;0.149776432882337;0.149776432882337;1.074546168832218;0.13280820184283787;0.13280820184283787;1.143123984336853
33;0.14741837978363037;0.14741837978363037;1.0716106015093185;0.13284317983521354;0.13284317983521354;1.1509107152620952
34;0.14899201296708164;0.14899201296708164;1.0875657516367294;0.12944452712933222;0.12944452712933222;1.205941789680057
35;0.14463185606633916;0.14463185606633916;1.1409275496707243;0.13026035908195707;0.13026035908195707;1.1823847161398993
36;0.14387863217031255;0.14387863217031255;1.0501852351076462;0.12861583795812395;0.12861583795812395;1.1075132886568706
37;0.14081408740843043;0.14081408740843043;1.123693957048304;0.1267433605260319;0.1267433605260319;1.2348027759128146
38;0.1414329865399529;0.1414329865399529;1.0931859928018905;0.1273581228322453;0.1273581228322453;1.1318186223506927
39;0.14246156767887228;0.14246156767887228;1.1304375248796799;0.12882294009129205;0.12882294009129205;1.1088441345426772
40;0.1397058639456244;0.1397058639456244;1.1712533831596375;0.12566950917243958;0.12566950917243958;1.1789204544491239
41;0.13901125508196213;0.13901125508196213;1.1816064399831436;0.12387936148378584;0.12387936148378584;1.2224888139300876
42;0.13825496592942407;0.13825496592942407;1.134012972607332;0.12262195679876539;0.12262195679876539;1.1717068354288738
43;0.1367746131385074;0.1367746131385074;1.1095988364780651;0.1244996256298489;0.1244996256298489;1.1370436946551006
44;0.13861697605427573;0.13861697605427573;1.2031862139701843;0.12402412792046864;0.12402412792046864;1.2051351931360033
45;0.1359006429419798;0.1359006429419798;1.1489301534260021;0.1241038449936443;0.1241038449936443;1.206279993057251
46;0.13372927465859583;0.13372927465859583;1.1773048218558817;0.12219658990701039;0.12219658990701039;1.158873028225369
47;0.13643713251632802;0.13643713251632802;1.1343633006600773;0.12028088420629501;0.12028088420629501;1.165231121910943
48;0.134326395304764;0.134326395304764;1.2605763849090128;0.11932637459701961;0.11932637459701961;1.2147113151020474
49;0.13063469967421362;0.13063469967421362;1.1570765060537003;0.11805671122339037;0.11805671122339037;1.1942584713300068
50;0.12921416628010132;0.12921416628010132;1.1643292307853699;0.11521769480572806;0.11521769480572806;1.22008834944831
51;0.12859118028598673;0.12859118028598673;1.128326184609357;0.11538854489723842;0.11538854489723842;1.1569993760850694
52;0.12986288964748383;0.12986288964748383;1.1303734323557686;0.11451835930347443;0.11451835930347443;1.14705428481102
53;0.12902339679353378;0.12902339679353378;1.1442850968417;0.11605977267026901;0.11605977267026901;1.0619565082920923
54;0.12536861878984115;0.12536861878984115;1.1449756131452673;0.11235031733910243;0.11235031733910243;1.173012399011188
55;0.12650293418589761;0.12650293418589761;1.1482129167107975;0.11466543955935372;0.11466543955935372;1.1713090737660725
56;0.12528464986997492;0.12528464986997492;1.0908413213842056;0.11024490247170131;0.11024490247170131;1.1603487332661946
57;0.12669185373712988;0.12669185373712988;1.2915552819476408;0.11169553299744923;0.11169553299744923;1.2679679526223078
58;0.12480540135327507;0.12480540135327507;1.1995588786461775;0.11265941212574641;0.11265941212574641;1.224450518687566
59;0.1258096918463707;0.1258096918463707;1.123395076569389;0.10965830170445973;0.10965830170445973;1.2749406496683757
60;0.12452601904378217;0.12452601904378217;1.0990810254040886;0.10937592387199402;0.10937592387199402;1.0518689685397677
61;0.12386283497599994;0.12386283497599994;1.256663070005529;0.10917003369993633;0.10917003369993633;1.2755150066481695
62;0.12090427297003128;0.12090427297003128;1.2956473476746504;0.11170613517363866;0.11170613517363866;1.2612631254725986
63;0.1240280551068923;0.1240280551068923;1.305715476765352;0.10676672061284383;0.10676672061284383;1.3496287994914584
64;0.12015796891030144;0.12015796891030144;1.3286817284191357;0.10639237612485886;0.10639237612485886;1.37632950146993
65;0.118126820992021;0.118126820992021;1.3057076440137976;0.10728675954871708;0.10728675954871708;1.3192922042475805
66;0.118108249762479;0.118108249762479;1.4273990883546717;0.1039009259806739;0.1039009259806739;1.3852881093819935
67;0.11913531142122605;0.11913531142122605;1.3285703483749838;0.10390954464673996;0.10390954464673996;1.5447359085083008
68;0.11751781053402845;0.11751781053402845;1.2177128125639523;0.10601100905074014;0.10601100905074014;1.3732796476946936
69;0.11697946006760877;0.11697946006760877;1.3335309624671936;0.10478578590684468;0.10478578590684468;1.4284924003813002
70;0.1156288560699014;0.1156288560699014;1.4456618498353397;0.10321557852956983;0.10321557852956983;1.6333319081200495
71;0.11766952188575969;0.11766952188575969;1.22080818344565;0.10464809586604436;0.10464809586604436;1.3202764590581257
72;0.11318268144831937;0.11318268144831937;1.485995485502131;0.10248615013228522;0.10248615013228522;1.4847368134392633
73;0.11305299050667707;0.11305299050667707;1.4960129296078402;0.10158902323908275;0.10158902323908275;1.4975595275561016
74;0.11153156003531288;0.11153156003531288;1.4606605102034176;0.09906988094250362;0.09906988094250362;1.5829523271984525
75;0.11794411084231209;0.11794411084231209;1.2696761839530046;0.10292483038372463;0.10292483038372463;1.4199461075994704
76;0.11074034825843923;0.11074034825843923;1.414650040514329;0.09946613593233956;0.09946613593233956;1.5143468446201749
77;0.11286356782211977;0.11286356782211977;1.447104250683504;0.1000012540154987;0.1000012540154987;1.4137324094772339
78;0.11209992845268811;0.11209992845268811;1.398285918376025;0.09804979794555241;0.09804979794555241;1.4939547114902072
79;0.1126993583405719;0.1126993583405719;1.4179663097157198;0.09967396408319473;0.09967396408319473;1.5938718252711825
80;0.11264190954320571;0.11264190954320571;1.5655522346496582;0.09832820710208681;0.09832820710208681;1.781940433714125
81;0.10767310682465048;0.10767310682465048;1.5275177044026993;0.09780958129300012;0.09780958129300012;1.571784085697598
82;0.10959758828668033;0.10959758828668033;1.5607054268612581;0.09548268384403652;0.09548268384403652;1.6254031393263075
83;0.11333071484285243;0.11333071484285243;1.4472953221377205;0.0963003933429718;0.0963003933429718;1.6326652036772833
84;0.10781850841115503;0.10781850841115503;1.4872574595844044;0.09698944124910566;0.09698944124910566;1.6502898004319932
85;0.10905572552891339;0.10905572552891339;1.6041186066234814;0.09887660791476567;0.09887660791476567;1.7309423287709553
86;0.10676679672563777;0.10676679672563777;1.5761298642439001;0.09527471247646543;0.09527471247646543;1.777951227294074
87;0.10780706125147202;0.10780706125147202;1.642044640639249;0.09378942930036122;0.09378942930036122;1.7391761541366577
88;0.10468433139955297;0.10468433139955297;1.597212924676783;0.09489497625165516;0.09489497625165516;1.6404949294196234
89;0.10517212266431135;0.10517212266431135;1.5560077779433306;0.09449692401621076;0.09449692401621076;1.7039136224322848
90;0.10811786704203662;0.10811786704203662;1.64529787792879;0.0949748812450303;0.0949748812450303;1.8972775604989793
91;0.10556916410432142;0.10556916410432142;1.702420504654155;0.0929314833548334;0.0929314833548334;1.8046501212649875
92;0.10482123976244646;0.10482123976244646;1.7540143097148222;0.09183856182628208;0.09183856182628208;1.9518219762378268
93;0.10497729129651014;0.10497729129651014;1.7949336136088652;0.09198773900667827;0.09198773900667827;1.9301143222384982
94;0.10452242502394844;0.10452242502394844;1.7115716338157654;0.09206875662008922;0.09206875662008922;1.913483010398017
95;0.1024091164855396;0.1024091164855396;1.7821118971880745;0.0912859547469351;0.0912859547469351;1.9241874814033508
96;0.10134064537637374;0.10134064537637374;1.7534909037982715;0.09068372348944347;0.09068372348944347;1.8722494973076715
97;0.10076394940123838;0.10076394940123838;1.7135331420337452;0.08923225849866867;0.08923225849866867;1.924867378340827
98;0.1002533264896449;0.1002533264896449;1.8329647358726053;0.08915823449691136;0.08915823449691136;1.9767769906255934
99;0.0995312206008855;0.0995312206008855;1.8789471282678492;0.08783390455775791;0.08783390455775791;2.011232919163174
100;0.09946446821970098;0.09946446821970098;1.8229672628290512;0.08917761262920168;0.08917761262920168;2.0003815756903753
