Epoca;Train_Total;Train_Img_L1;Train_Adv_L1;Val_Total;Val_Img_L1;Val_Adv_L1
1;0.2953457516782424;0.2953457516782424;0.8356685691020068;0.24123278922504848;0.24123278922504848;0.8913146820333269
2;0.2705957872026107;0.2705957872026107;0.7922292807522942;0.23855764501624638;0.23855764501624638;0.8889419171545241
3;0.2509690146235859;0.2509690146235859;0.8415413463816923;0.22734878957271576;0.22734878957271576;0.7658609085612826
4;0.2362236161442364;0.2362236161442364;0.8332516621140873;0.22170765532387626;0.22170765532387626;0.9369041853480868
5;0.22353816558333003;0.22353816558333003;0.8744982235571918;0.21194349063767326;0.21194349063767326;0.8992307649718391
6;0.2155001014471054;0.2155001014471054;0.8082559880088357;0.20477527379989624;0.20477527379989624;0.9346698456340365
7;0.20866057890302994;0.20866057890302994;0.8500657642588896;0.1978595174021191;0.1978595174021191;0.9631542762120565
8;0.2028432111529743;0.2028432111529743;0.8677060463849235;0.19027887947029537;0.19027887947029537;0.9417519503169589
9;0.19704430594163783;0.19704430594163783;0.8752201550147113;0.18560805254512364;0.18560805254512364;0.9020658930142721
10;0.19345001964008107;0.19345001964008107;0.953622439328362;0.18147201670540702;0.18147201670540702;0.884725464714898
11;0.18904882494141073;0.18904882494141073;0.9389441889875075;0.17582263714737362;0.17582263714737362;0.9208625687493218
12;0.18453186487450318;0.18453186487450318;0.9814491552465102;0.1729938354757097;0.1729938354757097;0.9682198696666293
13;0.18198939193697536;0.18198939193697536;0.9835995821391835;0.16924904783566794;0.16924904783566794;0.9607464075088501
14;0.1779623163097045;0.1779623163097045;1.0221633244963253;0.16710506876309714;0.16710506876309714;1.0416011412938435
15;0.17553273807553685;0.17553273807553685;1.064676169086905;0.16217172311411965;0.16217172311411965;1.0524031453662448
16;0.17418015353819905;0.17418015353819905;1.0724196924882776;0.15825735529263815;0.15825735529263815;1.1085915764172871
17;0.17058883870349212;0.17058883870349212;1.0215932937229382;0.15628078745471108;0.15628078745471108;1.138627568880717
18;0.16939684135072372;0.16939684135072372;1.1051476141985725;0.1543449660142263;0.1543449660142263;1.146089944574568
19;0.16590150489526637;0.16590150489526637;1.0588991747182959;0.15185935298601785;0.15185935298601785;1.0706140597661336
