Epoca;Train_Total_Loss;Train_Img_Loss;Train_Adv_Loss;Val_Total_Loss;Val_Img_Loss;Val_Adv_Loss
1;4.53544248853411;0.22677212527820043;0.8585433108466012;4.666581869125366;0.23332909494638443;0.9747916013002396
2;4.431396484375;0.22156982123851776;0.8240885649408612;4.5664461851119995;0.22832230851054192;0.9052339773625135
3;4.328005926949637;0.2164002933672496;0.8717565621648516;4.475262641906738;0.2237631343305111;0.9573412537574768
4;4.20512056350708;0.2102560315813337;1.1137832658631461;4.239286124706268;0.21196430549025536;0.6196677833795547
5;4.147675275802612;0.20738376464162553;0.8330272649015699;4.331476926803589;0.21657384559512138;0.8106150329113007
6;3.997330461229597;0.19986651837825775;1.198645259652819;3.8085896372795105;0.1904294788837433;0.9342515021562576
7;3.9724021639142717;0.19862010862146104;0.917706310749054;3.863323152065277;0.19316615164279938;1.0276842415332794
8;3.8011954171316966;0.19005976830210006;1.0087588259152003;3.71719491481781;0.18585974350571632;0.8827437609434128
9;3.6878407342093333;0.18439203713621413;0.7508087541375842;3.4857261180877686;0.17428630217909813;1.2433690428733826
10;3.7199101788657054;0.18599550426006317;0.7843245906489236;3.3509368896484375;0.167546845972538;0.9118531048297882
11;3.598306247166225;0.17991531108106887;0.8580937939030784;3.4482771158218384;0.17241385579109192;1.084198385477066
12;3.4679861068725586;0.1733993057693754;0.8794455357960292;3.3583698868751526;0.16791849583387375;0.8901132494211197
13;3.4665779726845876;0.17332889778273447;1.0827584777559554;3.1211147904396057;0.1560557410120964;0.906271368265152
14;3.4111294065202986;0.17055646862302506;0.7892350511891502;3.320931136608124;0.16604655608534813;0.8855569958686829
15;3.334862402507237;0.16674311671938216;0.9756490758487156;3.1010191440582275;0.15505095943808556;1.15009905397892
16;3.207207645688738;0.1603603788784572;0.8450622303145272;3.0012219548225403;0.15006110072135925;1.203187145292759
17;3.2303435461861745;0.16151717730930873;0.8832514669213977;3.056347072124481;0.15281734988093376;1.1125637143850327
18;3.235578775405884;0.1617789396217891;0.8885892970221383;2.985591471195221;0.14927957579493523;1.2575984299182892
19;3.162508623940604;0.15812543034553528;0.9065629499299186;2.8992409110069275;0.14496204443275928;1.1371837854385376
20;3.1295102664402554;0.15647551204477037;0.9513631888798305;2.806286633014679;0.14031432941555977;0.9158634953200817
21;3.2043917860303606;0.1602195863212858;0.9525326831000192;2.816080331802368;0.1408040151000023;0.861444927752018
22;3.1564313684191023;0.15782156799520766;0.7836996487208775;2.618966519832611;0.13094832748174667;0.8697690591216087
23;3.0894289016723633;0.15447144210338593;0.9491810968944004;2.842253565788269;0.14211267605423927;1.0329651683568954
24;3.0517231055668423;0.15258615570408957;0.84356860603605;2.767994463443756;0.13839972391724586;0.9642233103513718
25;2.9595268794468472;0.14797634312084743;0.9515225802149091;2.7482829093933105;0.13741414435207844;0.8684828616678715
26;2.9535586152757918;0.14818974903651647;0.8903335332870483;2.58829003572464;0.12983276695013046;1.111697018146515
27;2.9806224278041293;0.1500818601676396;0.8245316062654767;2.684881091117859;0.13511456549167633;1.1572162210941315
28;2.886041981833322;0.14582275705678122;0.8404443604605538;2.7221593260765076;0.13753466680645943;0.8203048221766949
29;2.839688846043178;0.14397978569780076;0.8479137250355312;2.605220377445221;0.13190943375229836;1.2708620727062225
30;2.7552449703216553;0.14020424442631857;0.7965916820934841;2.5341355204582214;0.12882103584706783;1.0167490541934967
31;2.8566437789372037;0.14591736027172633;0.7642069458961487;2.6699461936950684;0.1362304650247097;0.983349896967411
32;2.8931282929011752;0.14829921828848974;0.8007532571043287;2.4750397205352783;0.1266363374888897;1.039434552192688
33;2.745804412024362;0.14112758423600877;0.9332325543676104;2.6511771380901337;0.13600051775574684;1.2517333626747131
34;2.683041504451207;0.13834661564656667;0.9605833292007446;2.4321243166923523;0.12521876208484173;1.0942799299955368
35;2.616872787475586;0.13531596213579178;1.0343442048345293;2.4749197959899902;0.12790982238948345;1.047808974981308
36;2.7183940751211986;0.14109681972435542;1.0311354654175895;2.476598799228668;0.1280469223856926;1.4170739352703094
37;2.6086671352386475;0.13585347895111358;1.0091000965663366;2.3686941266059875;0.12292416393756866;1.2933208346366882
38;2.6630827018192837;0.13953277681555068;0.7421338643346514;2.400115668773651;0.1250032652169466;1.2715081870555878
39;2.6316887651171004;0.13814285610403335;0.925246170588902;2.3878665566444397;0.12428295239806175;1.6266086399555206
40;2.6777990204947337;0.14114322619778769;0.8912384595189776;2.41562557220459;0.1262231059372425;1.5631456971168518
41;2.525819642203195;0.13345137344939367;0.9490961262157985;2.291429877281189;0.11923698522150517;2.0389057099819183
42;2.529752799442836;0.13408256002834865;0.985276358468192;2.3576410114765167;0.1236336100846529;1.7182821333408356
