Epoca;Train_Total;Train_Img_mse;Train_Adv_mse;Val_Total;Val_Img_mse;Val_Adv_mse
1;0.07590678547109876;0.07590678547109876;1.282863770212446;0.06407270673662424;0.06407270673662424;0.7037075385451317
2;0.06596456893852778;0.06596456893852778;1.3827317782810755;0.06147616170346737;0.06147616170346737;0.6839274019002914
3;0.06116053568465369;0.06116053568465369;1.3195714780262537;0.0575540279969573;0.0575540279969573;0.7487279921770096
4;0.05540501432759421;0.05540501432759421;1.5567318201065063;0.05345660541206598;0.05345660541206598;0.9161625057458878
5;0.05213130159037454;0.05213130159037454;1.5183207648141044;0.047949159517884254;0.047949159517884254;1.3131900876760483
6;0.047941243542092185;0.047941243542092185;1.5370901312146867;0.04294322989881039;0.04294322989881039;1.5547091364860535
7;0.04536696416991098;0.04536696416991098;1.7374088423592704;0.039660310838371515;0.039660310838371515;1.7918632626533508
8;0.04180031482662473;0.04180031482662473;1.7301466635295324;0.037990858778357506;0.037990858778357506;2.0335889160633087
9;0.03931371867656708;0.03931371867656708;1.983637009348188;0.037098773289471865;0.037098773289471865;2.4123069047927856
10;0.035740011504718235;0.035740011504718235;1.8269866704940796;0.035927074030041695;0.035927074030041695;2.703968584537506
11;0.03482549956866673;0.03482549956866673;2.360731669834682;0.034464563243091106;0.034464563243091106;2.350924998521805
12;0.032562642225197384;0.032562642225197384;1.9865478447505407;0.03410576982423663;0.03410576982423663;2.1860251426696777
13;0.030669877039534704;0.030669877039534704;2.2700397287096297;0.03185099549591541;0.03185099549591541;2.6447822749614716
14;0.029798282044274465;0.029798282044274465;2.42307904788426;0.03044604044407606;0.03044604044407606;2.781095653772354
15;0.028336869020547186;0.028336869020547186;2.2838238307407925;0.029589471872895956;0.029589471872895956;2.7882478535175323
16;0.027381030842661858;0.027381030842661858;2.582275322505406;0.02758684055879712;0.02758684055879712;3.1431217193603516
17;0.026022657485944883;0.026022657485944883;2.4929252692631314;0.02699461067095399;0.02699461067095399;3.2083664536476135
18;0.024224951597196714;0.024224951597196714;2.871365581239973;0.02585380245000124;0.02585380245000124;3.3411880135536194
19;0.023614754368151938;0.023614754368151938;3.1185097013201033;0.024691329803317785;0.024691329803317785;3.744953691959381
20;0.023026226620588983;0.023026226620588983;3.022909641265869;0.022545834071934223;0.022545834071934223;4.027494668960571
21;0.022184145503810475;0.022184145503810475;3.3377508776528493;0.022236273158341646;0.022236273158341646;4.245530962944031
22;0.021689300292304585;0.021689300292304585;3.361088446208409;0.021887657698243856;0.021887657698243856;4.389934599399567
23;0.02085725617195879;0.02085725617195879;3.415534019470215;0.022400217363610864;0.022400217363610864;4.594102084636688
24;0.02083068181361471;0.02083068181361471;3.406809091567993;0.02189671923406422;0.02189671923406422;4.673971474170685
25;0.019863329029509;0.019863329029509;3.961681842803955;0.0195703546050936;0.0195703546050936;4.880813300609589
26;0.019531843651618277;0.019531843651618277;3.885453292301723;0.018077179323881865;0.018077179323881865;5.037457287311554
27;0.018086934994374002;0.018086934994374002;4.202613081250872;0.017600699560716748;0.017600699560716748;5.1024264097213745
28;0.018538578546472957;0.018538578546472957;4.2640886306762695;0.01753682503476739;0.01753682503476739;5.209852576255798
29;0.01761682251734393;0.01761682251734393;4.471362216132028;0.01639699121005833;0.01639699121005833;5.4867682456970215
30;0.018013356253504753;0.018013356253504753;4.132849591118949;0.02033830201253295;0.02033830201253295;5.445859670639038
31;0.016840771905013492;0.016840771905013492;4.934877361570086;0.01853334135375917;0.01853334135375917;5.548012018203735
32;0.016670299427849904;0.016670299427849904;5.047851017543247;0.01540473010390997;0.01540473010390997;5.76938784122467
33;0.016402231130216802;0.016402231130216802;4.739410127912249;0.01462755654938519;0.01462755654938519;6.112527847290039
34;0.016323775319116458;0.016323775319116458;4.854476860591343;0.014597978675737977;0.014597978675737977;6.577903747558594
35;0.015801246943218366;0.015801246943218366;4.743161303656442;0.014525635866448283;0.014525635866448283;6.5318872928619385
36;0.0168802212657673;0.0168802212657673;4.8937686170850485;0.014063032809644938;0.014063032809644938;6.599160671234131
37;0.014940654991992883;0.014940654991992883;4.815082550048828;0.0140152417588979;0.0140152417588979;6.737004280090332
38;0.016464538872241974;0.016464538872241974;5.903808150972639;0.013557875994592905;0.013557875994592905;6.369765222072601
39;0.014373569882341794;0.014373569882341794;5.663382189614432;0.013414590852335095;0.013414590852335095;6.643593192100525
40;0.014004814837660109;0.014004814837660109;6.0612689426967075;0.012677314458414912;0.012677314458414912;6.97302371263504
41;0.014017705406461443;0.014017705406461443;5.738308838435581;0.012413818156346679;0.012413818156346679;7.045173645019531
42;0.014891191651778561;0.014891191651778561;6.151593787329538;0.012311188038438559;0.012311188038438559;7.062233924865723
43;0.013791055551597051;0.013791055551597051;5.79876218523298;0.012539922492578626;0.012539922492578626;6.554103851318359
44;0.014186359542821134;0.014186359542821134;5.6297037942068915;0.012862689327448606;0.012862689327448606;6.877974271774292
45;0.014097647874483041;0.014097647874483041;6.2353194781712125;0.012289195787161589;0.012289195787161589;7.130225777626038
46;0.013151972155485834;0.013151972155485834;6.192770617348807;0.012333619873970747;0.012333619873970747;7.926040410995483
47;0.01477993612310716;0.01477993612310716;7.180492537362235;0.012270706007257104;0.012270706007257104;8.720259428024292
48;0.012650091999343463;0.012650091999343463;6.861693927219936;0.011630907421931624;0.011630907421931624;8.068021178245544
49;0.012841299043170043;0.012841299043170043;7.2141508374895364;0.011375477770343423;0.011375477770343423;7.850145697593689
50;0.012441115852977549;0.012441115852977549;6.192125626972744;0.011251849588006735;0.011251849588006735;8.032418012619019
51;0.01244524254330567;0.01244524254330567;6.855127538953509;0.011131970444694161;0.011131970444694161;8.360148668289185
52;0.012238775646047933;0.012238775646047933;7.363072122846331;0.010848480509594083;0.010848480509594083;8.066853761672974
53;0.01217408770961421;0.01217408770961421;7.3648665973118375;0.010813359171152115;0.010813359171152115;7.745670795440674
54;0.011601801695568221;0.011601801695568221;7.937912123543875;0.01143001508899033;0.01143001508899033;8.085001468658447
55;0.011936612826372896;0.011936612826372896;8.639487811497279;0.010419552680104971;0.010419552680104971;8.777513146400452
56;0.011160510725208692;0.011160510725208692;7.04526914869036;0.010277419351041317;0.010277419351041317;8.44765841960907
57;0.011753891461661883;0.011753891461661883;6.851494380405971;0.010333450860343874;0.010333450860343874;7.792485952377319
58;0.011159998763884817;0.011159998763884817;8.76507990700858;0.010396489407867193;0.010396489407867193;9.039501309394836
59;0.011485540973288673;0.011485540973288673;8.7993666103908;0.009759481879882514;0.009759481879882514;9.840388774871826
